"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","Group"
4305577,5487829,3500,3500,3500,"36 months",15.8,122.71,"C","C3","Walmart Palmetto","7 years","RENT",25000,"Verified","Apr-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4305577",NA,"debt_consolidation","Landscaping","342xx","FL",26.58,0,"May-1994",2,NA,NA,8,0,6577,30.7,12,"w",474.86,474.86,3926.72,3926.72,3025.15,901.57,0,0,0,"Dec-2015",122.71,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,12274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21400,NA,NA,NA,"B"
65783354,70416106,21000,21000,21000,"60 months",9.99,446.09,"B","B3","Senior Warehouse","8 years","OWN",48000,"Not Verified","Nov-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=65783354",NA,"debt_consolidation","Debt consolidation","427xx","KY",22.55,0,"Apr-1994",2,NA,NA,20,0,51245,64.1,44,"w",20728.74,20728.74,422.78,422.78,271.26,151.51,0,0,0,"Jan-2016",446.09,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,137235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79900,NA,NA,NA,"B"
48544529,51793256,2000,2000,2000,"36 months",14.65,68.99,"C","C5","LPN","< 1 year","MORTGAGE",32000,"Not Verified","Jun-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=48544529",NA,"other","Other","438xx","OH",17.14,0,"Sep-2007",0,NA,NA,8,0,8825,55.2,9,"f",1724.27,1724.27,422.4,422.4,275.73,146.67,0,0,0,"Dec-2015",79.08,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,92421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16000,NA,NA,NA,"B"
31667129,34260290,4000,4000,4000,"36 months",10.99,130.94,"B","B3","security police officer","10+ years","RENT",40000,"Not Verified","Oct-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=31667129",NA,"credit_card","Credit card refinancing","482xx","MI",14.67,0,"Oct-1994",1,52,42,9,1,5393,34.6,20,"f",2598.16,2598.16,1830.72,1830.72,1401.84,428.88,0,0,0,"Dec-2015",130.94,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,287,12256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15600,NA,NA,NA,"B"
36980133,39712849,16000,16000,16000,"36 months",10.49,519.97,"B","B3","Executive Director College Houses","4 years","MORTGAGE",124000,"Source Verified","Dec-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=36980133",NA,"debt_consolidation","Debt consolidation","191xx","PA",39.13,0,"May-1977",0,NA,NA,22,0,101370,81.7,47,"f",10790.99,10790.99,6750.29,6750.29,5209.01,1541.28,0,0,0,"Jan-2016",519.97,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,221202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169800,NA,NA,NA,"B"
19117791,21320352,8000,8000,8000,"36 months",6.03,243.49,"A","A1","Staff Attorney","5 years","RENT",110000,"Not Verified","Jun-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19117791",NA,"credit_card","Credit card refinancing","100xx","NY",10.72,0,"Aug-1997",0,NA,NA,9,0,10531,63.8,19,"w",3957.73,3957.73,4626.31,4626.31,4042.27,584.04,0,0,0,"Jan-2016",243.49,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,116084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16500,NA,NA,NA,"B"
3845908,4859352,15000,15000,14950,"60 months",17.77,379.03,"D","D1","Ark Regional Services","10+ years","RENT",37000,"Verified","Apr-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3845908",NA,"debt_consolidation","consolidation","820xx","WY",21.37,0,"Sep-1998",0,NA,NA,10,0,12523,94.2,26,"f",8386.02,8358.06,12505.29,12463.63,6613.98,5891.31,0,0,0,"Jan-2016",379.03,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,37664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13300,NA,NA,NA,"B"
846821,1058249,6000,6000,6000,"36 months",10.99,196.41,"B","B3","California Public Interest Research Grou","10+ years","RENT",47000,"Not Verified","Aug-2011","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=846821","Borrower added on 08/10/11 > &nbsp;Loan to cover costs associated with moving including security deposit, moving van and last months rent.&nbsp;<br/><br/>I am a good person to invest in, have the income needed to pay the loan regularly, and the integrity to ensure I follow through on my commitment.<br/><br/>My job is very stable, I have worked there for ten years and plan to continue for many years to come there.<br/>","moving","Moving Loan","941xx","CA",5.8,0,"Apr-1999",0,25,NA,5,0,8978,88.9,8,"f",0,0,7064.71188561,7064.71,6000,1064.71,0,0,0,"Aug-2014",223.36,NA,"Aug-2014",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
40381968,43246723,18000,18000,18000,"36 months",8.67,569.64,"B","B1","Controller","4 years","MORTGAGE",89360,"Not Verified","Jan-2015","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=40381968",NA,"debt_consolidation","Debt consolidation","775xx","TX",38.42,0,"Dec-2000",0,NA,NA,20,0,28379,68.1,58,"w",0,0,18585.3,18585.3,18000,585.3,0,0,0,"Jun-2015",16893.72,NA,"Dec-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,358001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41700,NA,NA,NA,"B"
64018601,68449362,12000,12000,12000,"60 months",12.05,267.24,"C","C1","Journey Legal Secretary","9 years","MORTGAGE",54000,"Not Verified","Nov-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=64018601",NA,"credit_card","Credit card refinancing","957xx","CA",11.44,0,"Apr-2005",1,NA,NA,12,0,12414,41,21,"w",11705.05,11705.05,554.56,554.56,294.95,259.61,0,0,0,"Jan-2016",267.24,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,216038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30300,NA,NA,NA,"B"
57184860,60887604,18400,18400,18400,"36 months",14.65,634.7,"C","C5","Bookkeeper","10+ years","MORTGAGE",55000,"Verified","Jul-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=57184860",NA,"debt_consolidation","Debt consolidation","210xx","MD",31.03,0,"Feb-1997",0,53,NA,26,0,92712,53.6,38,"w",16298.99,16298.99,3143.55,3143.55,2101.01,1042.54,0,0,0,"Jan-2016",634.7,"Jan-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,785,306982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130300,NA,NA,NA,"B"
49963980,53332716,6000,6000,5975,"36 months",16.99,213.89,"D","D3","Office Manager","5 years","RENT",36000,"Verified","May-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=49963980",NA,"debt_consolidation","Debt consolidation","917xx","CA",13.67,0,"May-1987",0,NA,NA,4,0,15776,99.2,5,"f",5058.17,5037.09,1485.9,1479.71,941.83,544.07,0,0,0,"Dec-2015",213.89,"Jan-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,15776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15900,NA,NA,NA,"B"
44142706,47159646,18000,18000,17900,"36 months",9.99,580.73,"B","B3",NA,"n/a","MORTGAGE",67354,"Verified","Apr-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=44142706",NA,"debt_consolidation","Debt consolidation","207xx","MD",19.78,0,"Feb-1995",1,24,NA,29,0,121322,57.4,61,"f",13990.41,13912.68,5206.59,5177.66,4009.59,1197,0,0,0,"Jan-2016",580.73,"Feb-2016","Jan-2016",0,71,1,"INDIVIDUAL",NA,NA,NA,0,0,532507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142900,NA,NA,NA,"B"
6327771,4721560,9850,9850,9850,"36 months",19.52,363.66,"D","D4","El Dorado County Assessor","8 years","MORTGAGE",50773,"Verified","Jul-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=6327771","Borrower added on 07/12/13 > Pay off credit cards, etc..<br>","debt_consolidation","Credit Card Consolidation Loan","957xx","CA",12.38,0,"Dec-2003",4,60,NA,4,0,4531,82.4,10,"f",0,0,11769.7476997,11769.75,9850,1919.75,0,0,0,"Sep-2014",7046.51,NA,"Jul-2015",0,60,1,"INDIVIDUAL",NA,NA,NA,0,0,13883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA,"B"
20811335,23083840,12000,12000,12000,"60 months",16.29,293.67,"D","D2","Editorial Content Manager","3 years","RENT",97902,"Not Verified","Jul-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=20811335",NA,"credit_card","Credit card refinancing","809xx","CO",11.71,2,"Jan-1995",1,6,NA,12,0,10588,79,42,"w",9353.84,9353.84,5319.66,5319.66,2646.16,2673.5,0,0,0,"Jan-2016",293.67,"Feb-2016","Jan-2016",0,54,1,"INDIVIDUAL",NA,NA,NA,0,0,129004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13400,NA,NA,NA,"B"
67336862,72138620,9000,9000,9000,"36 months",7.89,281.58,"A","A5","Editor/Producer","10+ years","RENT",104000,"Verified","Dec-2015","Issued","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=67336862",NA,"credit_card","Credit card refinancing","908xx","CA",8.33,1,"May-1989",0,20,NA,3,0,8766,54.1,23,"w",9000,9000,0,0,0,0,0,0,0,NA,0,"Jan-2016","Jan-2016",0,20,1,"INDIVIDUAL",NA,NA,NA,0,0,28389,0,1,0,0,35,19623,NA,0,0,8766,54.1,16200,0,0,-4,"B"
3628833,4581286,5500,5500,5500,"36 months",12.12,183,"B","B3","Campus Management","8 years","MORTGAGE",75000,"Not Verified","Mar-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3628833",NA,"medical","Medical expenses","334xx","FL",12.45,0,"Nov-1996",0,NA,NA,9,0,5283,18.3,23,"f",0,0,6444.07628776,6444.08,5500,944.08,0,0,0,"Sep-2015",415.92,NA,"Sep-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,160873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28800,NA,NA,NA,"B"
31247310,33820549,12000,12000,12000,"60 months",15.61,289.34,"D","D1","Manager of Work Control","10+ years","OWN",33855,"Source Verified","Oct-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=31247310",NA,"debt_consolidation","Debt consolidation","394xx","MS",18.04,0,"Nov-1997",1,55,NA,12,0,7180,31.2,53,"w",9968.41,9968.41,4029.95,4029.95,2031.59,1998.36,0,0,0,"Dec-2015",289.34,"Feb-2016","Jan-2016",0,71,1,"INDIVIDUAL",NA,NA,NA,0,1032,54899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000,NA,NA,NA,"B"
4764984,6027164,30000,30000,30000,"60 months",22.47,836.61,"E","E5","school board of sarasota","10+ years","MORTGAGE",130000,"Verified","May-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4764984",NA,"debt_consolidation","Debt consolidation","342xx","FL",26.95,4,"Jun-1988",1,6,NA,7,0,3029,86.5,27,"f",18590.77,18590.77,25932.39,25932.39,11409.23,14523.16,0,0,0,"Jan-2016",836.61,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,322136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,NA,"B"
1619549,1891560,2500,2500,2500,"36 months",14.33,85.85,"C","C1","smart science","4 years","OWN",45000,"Not Verified","Nov-2012","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1619549",NA,"wedding","wedding","335xx","FL",3.07,0,"Jun-2006",2,NA,NA,5,0,1963,31.7,5,"f",0,0,720.78,720.78,405.92,194.47,0,120.39,1.2039,"Jun-2013",85.85,NA,"Jul-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6200,NA,NA,NA,"B"
56492219,60173937,24000,24000,23950,"60 months",14.65,566.56,"C","C5","Director, Family Development","7 years","MORTGAGE",67000,"Not Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=56492219",NA,"debt_consolidation","Debt consolidation","957xx","CA",32.44,0,"Jan-1997",0,NA,NA,10,0,51963,91.3,23,"w",22598.39,22551.31,2813.27,2807.41,1401.61,1411.66,0,0,0,"Jan-2016",566.56,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,437989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56900,NA,NA,NA,"B"
67959628,72818376,12000,12000,12000,"36 months",11.99,398.52,"C","C1","Tech/Locksmith","4 years","RENT",65000,"Verified","Dec-2015","Issued","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=67959628",NA,"debt_consolidation","Debt consolidation","841xx","UT",15.21,0,"Aug-2003",0,NA,39,8,1,9488,74.7,32,"w",12000,12000,0,0,0,0,0,0,0,NA,0,"Jan-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,1718,21962,1,3,3,6,5,12474,85.2,1,3,364,80.3,12700,0,2,2,"B"
61672211,65841924,24000,24000,24000,"36 months",12.29,800.48,"C","C1","Registered Nurse","5 years","MORTGAGE",140000,"Verified","Oct-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=61672211",NA,"home_improvement","Home improvement","941xx","CA",13.46,0,"Mar-1990",1,NA,NA,5,0,14364,79.8,60,"f",22318.86,22318.86,2360.47,2360.47,1681.14,679.33,0,0,0,"Jan-2016",800.48,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,631584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000,NA,NA,NA,"B"
1472227,1729410,8725,8725,8725,"36 months",15.31,303.79,"C","C2","Corporate Risk Advisors-Managers, Inc.","5 years","RENT",25000,"Source Verified","Aug-2012","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1472227","Borrower added on 08/10/12 > I just enrolled into college to go after my life long dream of being a teacher. I have high hopes of buying a house within the next few years. I'm working to pay off debt and hope consolidating helps me get to my goal.<br><br> Borrower added on 08/13/12 > I plan to use the loan to pay off my current debt. <br>All of my credit cards and loans have 100% on time payments.<br>I have been at my job for 5 years.<br>","debt_consolidation","Get out debt!","021xx","MA",27.22,0,"Apr-2008",0,NA,NA,14,0,4399,48.9,17,"f",0,0,10935.461189,10935.46,8725,2210.46,0,0,0,"Aug-2015",304.79,NA,"Aug-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,18602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,NA,NA,NA,"B"
55268407,58849131,10550,10550,10550,"36 months",16.99,376.09,"D","D3",NA,"n/a","MORTGAGE",40000,"Source Verified","Jul-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=55268407",NA,"home_improvement","Home improvement","329xx","FL",19.5,0,"Jan-1995",1,NA,76,10,1,9342,45.3,24,"w",9140.62,9140.62,2171.89,2171.89,1409.38,762.51,0,0,0,"Jan-2016",376.09,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,115912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20600,NA,NA,NA,"B"
13497237,15549529,30000,30000,30000,"60 months",18.25,765.89,"D","D3","General Manager","2 years","MORTGAGE",130584,"Verified","Apr-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=13497237",NA,"debt_consolidation","Debt consolidation","404xx","KY",20.86,0,"Aug-1996",1,NA,NA,16,0,17724,83.2,40,"w",22406.53,22406.53,16083.69,16083.69,7593.47,8490.22,0,0,0,"Jan-2016",765.89,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,372967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21300,NA,NA,NA,"B"
57538143,61290856,22000,22000,22000,"36 months",6.89,678.2,"A","A3","Case Manager","10+ years","MORTGAGE",62000,"Not Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=57538143",NA,"debt_consolidation","Debt consolidation","339xx","FL",25.34,0,"Nov-2001",0,NA,NA,12,0,16137,28.2,41,"w",19208.71,19208.71,3374.16,3374.16,2791.29,582.87,0,0,0,"Jan-2016",678.2,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,219949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57200,NA,NA,NA,"B"
43096178,46102929,12000,12000,12000,"36 months",11.53,395.89,"B","B5","Secondary Teacher","10+ years","RENT",55000,"Not Verified","Mar-2015","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=43096178",NA,"debt_consolidation","Debt consolidation","641xx","MO",27.36,0,"Oct-1996",1,60,NA,19,0,10041,63.6,39,"w",0,0,12717.04,12717.04,12000,717.04,0,0,0,"Nov-2015",8326.27,NA,"Jan-2016",0,82,1,"INDIVIDUAL",NA,NA,NA,0,240,61905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15800,NA,NA,NA,"B"
35723158,38418572,1500,1500,1500,"36 months",14.31,51.5,"C","C4","Environmental Specialist II","5 years","RENT",40000,"Not Verified","Nov-2014","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=35723158",NA,"other","Other","329xx","FL",13.14,0,"Apr-2001",0,NA,NA,3,0,9882,98.8,12,"w",0,0,1581.38,1581.38,1500,81.38,0,0,0,"Mar-2015",1429.26,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,21003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,NA,NA,NA,"B"
226780,226351,11200,11200,1257.4994457,"36 months",10.78,365.51,"C","C1","Stonebrook Studio, Inc. own business","10+ years","MORTGAGE",80000,"Not Verified","Jan-2008","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=226780","I am a self employed Architect( see jamesscottfleming.com) in business for 14 years. I have a wide variety of projects currently and have just picked up a restaurant client for multiple project locations. I am seeking some additional funds for both some consolidation of some higher interest debt as well as back up funds to assist with up front expenses on new projects.  Thank you   James Scott Fleming. AIA","small_business","lending club loan 1","921xx","CA",7.56,1,"May-1994",1,18,0,4,0,18316,81,14,"f",0,0,4785.98,543.05,3381.47,1349.7,54.8007510973,0,0,"Jun-2009",400.22,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
2307012,2739325,9500,9500,9500,"36 months",16.29,335.36,"C","C4","LHI Inc.","3 years","OWN",36000,"Verified","Dec-2012","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2307012",NA,"credit_card","payitoff","546xx","WI",31.33,0,"Jun-1990",2,52,NA,14,0,10300,43.5,41,"w",0,0,11430.8104519,11430.81,9500,1930.81,0,0,0,"Jul-2014",5398.67,NA,"Jul-2014",0,52,1,"INDIVIDUAL",NA,NA,NA,0,0,38343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23700,NA,NA,NA,"B"
1210773,1451938,30000,30000,30000,"36 months",14.65,1034.83,"C","C2","Southern Wine and spirits","9 years","RENT",75000,"Verified","Apr-2012","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1210773","Borrower added on 03/27/12 > I am looking to consolidate all my debt into 1 with no hidden fees every month.  With this loan I will be debt free in 3 years.  Without it I will be paying interest only for years to come.  It will help me manage my finances better.<br>","debt_consolidation","Debt consolidation","606xx","IL",21.78,0,"Oct-1998",0,NA,NA,11,0,36963,82.8,26,"f",0,0,35457,35457,30000,5457,0,0,0,"Nov-2013",16849.5,NA,"Dec-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
50273799,53662528,12000,12000,12000,"36 months",9.99,387.15,"B","B3","Staff Auditor","1 year","RENT",40000,"Not Verified","Jun-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=50273799",NA,"debt_consolidation","Debt consolidation","346xx","FL",26.49,2,"Nov-1990",1,10,NA,13,0,16898,27.2,19,"f",9938.33,9938.33,2712.16,2712.16,2061.67,650.49,0,0,0,"Jan-2016",387.15,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,35671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62100,NA,NA,NA,"B"
28903599,31426786,18000,18000,18000,"36 months",13.98,615.03,"C","C3","Account Rep","< 1 year","RENT",65000,"Source Verified","Oct-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=28903599",NA,"credit_card","Credit card refinancing","334xx","FL",17.01,0,"Sep-1996",1,46,NA,13,0,15490,33.8,26,"w",11398.3,11398.3,9225.45,9225.45,6601.7,2623.75,0,0,0,"Jan-2016",615.03,"Feb-2016","Jan-2016",0,55,1,"INDIVIDUAL",NA,NA,NA,0,0,52332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45800,NA,NA,NA,"B"
50839792,54219525,5000,5000,5000,"36 months",9.17,159.4,"B","B2","Training Manager","1 year","MORTGAGE",78000,"Not Verified","Jun-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=50839792",NA,"major_purchase","Major purchase","303xx","GA",20.11,0,"Jul-1994",0,NA,84,7,1,5145,57.2,16,"w",4131.96,4131.96,1110.71,1110.71,868.04,242.67,0,0,0,"Jan-2016",159.4,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,254,311754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,NA,NA,NA,"B"
44916418,48004187,10000,10000,10000,"36 months",8.18,314.2,"B","B1","DRIVER","< 1 year","OWN",52000,"Not Verified","Apr-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=44916418",NA,"debt_consolidation","Debt consolidation","782xx","TX",24.16,3,"May-1978",0,8,NA,12,0,13237,54.7,21,"w",7724.35,7724.35,2823.26,2823.26,2275.65,547.61,0,0,0,"Jan-2016",314.2,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,34091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24200,NA,NA,NA,"B"
9714937,11567067,14800,14800,14775,"36 months",13.53,502.46,"B","B5","Manager","1 year","MORTGAGE",137000,"Verified","Dec-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=9714937","Borrower added on 12/08/13 > Pay off two high interest credit cards.<br>","debt_consolidation","Debt consolidation","913xx","CA",15.86,2,"Aug-2004",1,5,91,27,1,9145,47.5,40,"f",5173.86,5165.11,12556.66,12535.46,9626.14,2930.52,0,0,0,"Jan-2016",502.46,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,534739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19500,NA,NA,NA,"B"
51876659,55306384,9600,9600,9600,"36 months",15.61,335.67,"D","D1","Superintendent","2 years","OWN",36139.22,"Verified","Jun-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=51876659",NA,"debt_consolidation","Debt consolidation","112xx","NY",27.8,0,"Aug-1992",3,32,NA,17,0,5908,45.8,28,"f",8293.41,8293.41,2053.43,2053.43,1306.59,746.84,0,0,0,"Jan-2016",335.67,"Feb-2016","Jan-2016",0,32,1,"INDIVIDUAL",NA,NA,NA,0,0,42158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19100,NA,NA,NA,"B"
3919804,5013500,20000,20000,20000,"36 months",14.09,684.43,"B","B5","white plains hospital center","10+ years","RENT",90000,"Verified","Apr-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3919804","Borrower added on 03/25/13 > i have four different credit/store cards with high interest rates and i would like to consolidate all of them and just make one single payment per month.<br>","debt_consolidation","debt consolidation","105xx","NY",15.76,0,"Nov-2000",1,65,NA,12,0,17764,67,33,"f",2011.9,2011.9,22577.49,22577.49,17988.1,4589.39,0,0,0,"Jan-2016",684.43,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,2389,45066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26500,NA,NA,NA,"B"
12968154,15000338,5000,5000,5000,"36 months",9.67,160.57,"B","B1","Executive Housekeeper","4 years","MORTGAGE",50000,"Source Verified","Apr-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=12968154",NA,"debt_consolidation","Debt consolidation","328xx","FL",22.06,0,"Jan-1999",1,NA,NA,8,0,11874,64.2,17,"w",2259.84,2259.84,3371.97,3371.97,2740.16,631.81,0,0,0,"Jan-2016",160.57,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,168364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18500,NA,NA,NA,"B"
54978278,58548996,5000,5000,5000,"36 months",9.17,159.4,"B","B2","Tool & Die Maker","10+ years","MORTGAGE",63710,"Not Verified","Jul-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=54978278",NA,"other","Other","175xx","PA",19.05,1,"Jun-1986",0,7,NA,5,0,10793,67.5,21,"w",4258.82,4258.82,951.31,951.31,741.18,210.13,0,0,0,"Jan-2016",159.4,"Feb-2016","Jan-2016",0,37,1,"INDIVIDUAL",NA,NA,NA,0,0,178109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16000,NA,NA,NA,"B"
